customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1143-NMNQJ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.69999694824219,169,Yes
1169-SAOCL,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6500015258789,5168,No
1110-KYLGQ,Female,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780,No
9929-PLVPA,Female,0,No,Yes,4,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),20.399999618530273,94,No
3518-PZXZQ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.29999923706055,55,No
2371-JUNGC,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.25,208,No
7693-QPEFS,Male,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.94999694824219,3829,No
0924-BJCRC,Female,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.44999694824219,5294,No
5074-FBGHB,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.6500015258789,6889,No
2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.19999694824219,3254,No
4455-BFSPD,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.1500015258789,6383,No
0415-MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.400001525878906,44,Yes
1724-BQUHA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477,Yes
3948-KXDUF,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447,No
2323-ARSVR,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05000305175781,7321,No
0815-MFZGM,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135,No
4826-XTSOH,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05000305175781,86,Yes
5480-XTFFL,Female,0,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,21.0,697,No
8295-FHIVV,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,19.399999618530273,168,No
2495-INZWQ,Male,0,No,No,4,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.54999923706055,174,Yes
9086-YJYXS,Male,0,Yes,Yes,34,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.19999694824219,2753,No
1179-INLAT,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Mailed check,19.450000762939453,69,No
7909-FIOIY,Female,0,Yes,Yes,19,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.850000381469727,434,No
4139-SUGLD,Male,0,Yes,Yes,31,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.400001525878906,1077,Yes
6857-VWJDT,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.6500015258789,95,Yes
6351-SCJKT,Male,0,No,No,3,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.349998474121094,107,No
5468-BPMMO,Male,0,Yes,No,46,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,19.600000381469727,851,No
5624-BQSSA,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.950000762939453,20,Yes
0197-PNKNK,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.44999694824219,5848,No
2439-QKJUL,Male,0,No,No,5,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.25,109,No
1194-SPVSP,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.649999618530273,19,No
9534-NSXEM,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),20.649999618530273,595,No
2408-WITXK,Female,1,No,No,10,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.70000076293945,329,Yes
8929-KSWIH,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.30000305175781,2513,No
2250-IVBWA,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05000305175781,5135,No
1810-MVMAI,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.5999984741211,2000,No
9506-UXUSK,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,931,No
1229-RCALF,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,7396,No
3572-UOLYZ,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.80000305175781,3958,No
1429-UYJSV,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,19.700000762939453,260,No
5577-OTWWW,Female,0,No,No,15,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,297,Yes
6100-QQHEB,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55000305175781,1515,Yes
6366-XIVKZ,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.150001525878906,816,No
3470-OBUET,Female,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868,No
2770-NSVDG,Male,0,Yes,No,24,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.100000381469727,688,No
9375-MHRRS,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999923706055,288,No
2634-HCZGT,Male,1,Yes,No,53,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.04999923706055,3229,Yes
7503-QQRVF,Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.30000305175781,1178,Yes
4860-YZGZM,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,20.0,185,No
6599-GZWCM,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.6500015258789,966,No
2691-NZETQ,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.3499984741211,758,Yes
4404-HIBDJ,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.30000305175781,1863,Yes
5533-NHFRF,Male,1,No,No,7,No,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.400001525878906,265,No
7037-MTYVW,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4000015258789,3297,No
4760-THGOT,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.0999984741211,4107,No
7295-JOMMD,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.0999984741211,396,Yes
4016-BJKTZ,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9000015258789,2809,No
6584-VQMYT,Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.20000076293945,1567,No
9838-BFCQT,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,26.100000381469727,1851,No
2790-XUYMV,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.44999694824219,6028,No
0581-MDMPW,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.94999694824219,2072,No
5013-SBUIH,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.6500015258789,5551,Yes
1023-BQXZE,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.3499984741211,4317,No
9163-GHAYE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.849998474121094,736,No
3904-UKFRE,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.0999984741211,336,No
5353-WILCI,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.04999923706055,1522,No
0709-TVGUR,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55000305175781,622,Yes
0058-EVZWM,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.80000305175781,4959,No
6023-YEBUP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.94999694824219,329,Yes
7209-JCUDS,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9000015258789,1048,Yes
7009-PCARS,Male,0,No,Yes,55,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),19.100000381469727,1001,No
0519-DRGTI,Female,0,Yes,Yes,20,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.350000381469727,442,No
1017-FBQMM,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05000305175781,6703,No
3001-CBHLQ,Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9000015258789,3351,Yes
1985-MBRYP,Female,0,No,No,43,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),19.649999618530273,779,No
6158-DWPZT,Male,0,Yes,No,9,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.100000381469727,259,Yes
9372-TXXPS,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.849998474121094,3483,No
3259-QMXUN,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.0999984741211,4890,No
1015-JPFYW,Male,0,No,Yes,7,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,19.450000762939453,136,No
6645-MXQJT,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.0999984741211,184,No
4360-QRAVE,Male,1,No,No,37,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.650001525878906,1315,No
8433-WPJTV,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9000015258789,6767,No
5804-JMYIO,Female,0,Yes,Yes,39,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,19.75,757,No
3763-GCZHZ,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05000305175781,6890,Yes
6484-LATFU,Male,0,No,No,68,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,24.549999237060547,1657,No
7599-NTMDP,Female,0,Yes,Yes,62,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.70000076293945,3008,No
0772-GYEQQ,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3499984741211,262,Yes
0536-ACXIP,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55000305175781,8165,No
0936-NQLJU,Female,0,Yes,No,41,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),20.649999618530273,875,No
4831-EOBFE,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.6500015258789,2649,Yes
1575-KRZZE,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.20000076293945,220,No
3251-YMVWZ,Male,0,No,No,53,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),24.049999237060547,1301,No
4102-OQUPX,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,74,Yes
9170-GYZJC,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9000015258789,3326,Yes
4884-LEVMQ,Male,0,Yes,No,39,Yes,No,No,No,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.450000762939453,790,No
8857-CUPFQ,Male,0,Yes,No,63,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,19.25,1237,No
7610-TVOPG,Male,0,No,No,15,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,26.350000381469727,378,No
3638-DIMPH,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.79999923706055,592,No
1845-ZLLIG,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,50,No
8559-WNQZS,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,20.450000762939453,20,No
3999-QGRJH,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,560,Yes
1699-UOTXU,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.400001525878906,3638,No
2454-RPBRZ,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.0999984741211,1060,Yes
0635-WKOLD,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921,No
5993-JSUWV,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.150001525878906,4017,No
4518-FZBSX,Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Mailed check,20.25,854,No
5387-ASZNZ,Female,1,No,No,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.849998474121094,4174,No
6988-CJEYV,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.69999694824219,4920,No
2002-MZHWP,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.5,20,Yes
3097-FQTVJ,Female,0,No,No,41,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,20.0,810,No
5465-BUBFA,Female,0,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),19.299999237060547,772,No
7299-GNVPL,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4000015258789,1936,No
9743-DQKQW,Male,0,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.100000381469727,79,No
1215-VFYVK,Female,0,No,No,4,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202,No
9371-BITHB,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,19.850000381469727,1070,No
2265-CYWIV,Female,1,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5999984741211,347,Yes
9093-FPDLG,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.19999694824219,999,No
0541-FITGH,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.150001525878906,113,No
6985-HAYWX,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.30000305175781,2015,No
7508-KBIMB,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454,No
6838-HVLXG,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.299999237060547,246,No
2277-DJJDL,Male,1,Yes,No,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017,No
1897-OKVMW,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5999984741211,5817,No
5485-ITNPC,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9000015258789,5595,No
0233-FTHAV,Female,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.19999694824219,4765,No
4644-PIZRT,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.3499984741211,1201,No
8922-NPKBJ,Male,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,19.350000381469727,867,No
2740-TVLFN,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.150001525878906,50,No
7771-CFQRQ,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.79999923706055,3007,No
9512-PHSMG,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,20.549999237060547,252,No
6963-EZQEE,Male,1,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55000305175781,6306,No
2452-KDRRH,Male,1,No,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4000015258789,6841,No
2004-OCQXK,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.94999694824219,81,Yes
5027-QPKTE,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3499984741211,451,Yes
4146-SVFUD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.599998474121094,44,No
1564-HJUVY,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226,No
3617-XLSGQ,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082,No
7517-LDMPS,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5999984741211,1017,No
7244-KXYZN,Female,0,No,No,24,Yes,No,No,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),20.450000762939453,527,No
5226-NOZFC,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146,No
2672-HUYVI,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.0999984741211,455,Yes
1400-WIVLL,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.94999694824219,5969,No
7508-MYBOG,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.0999984741211,1235,Yes
8148-NLEGT,Female,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Electronic check,22.950000762939453,1014,No
0148-DCDOS,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.69999694824219,2362,Yes
8347-GDTMP,Female,0,Yes,No,64,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),19.450000762939453,1225,No
9992-RRAMN,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0999984741211,1873,Yes
6746-WAUWT,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Credit card (automatic),19.700000762939453,386,No
0310-MVLET,Female,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.1500015258789,6010,Yes
0428-IKYCP,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850,No
4550-VBOFE,Male,1,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.94999694824219,7101,Yes
2187-PKZAY,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.94999694824219,1043,No
4003-OCTMP,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910,No
6652-YFFJO,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9000015258789,716,No
7225-IILWY,Male,0,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Mailed check,25.75,1686,No
5248-RPYWW,Female,1,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.1500015258789,6716,No
7923-IYJWY,Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.0999984741211,7839,No
3170-GWYKC,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.94999694824219,6236,No
5696-QURRL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.04999923706055,45,Yes
7409-KIUTL,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71,Yes
9830-ECLEN,Male,0,Yes,Yes,58,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919,No
1732-VHUBQ,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55000305175781,3309,Yes
0495-RVCBF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.69999694824219,79,Yes
2668-TZSPS,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,20.450000762939453,20,No
7854-EDSSA,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254,Yes
8869-TORSS,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.349998474121094,2896,Yes
7446-SFAOA,Female,0,Yes,No,37,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),19.850000381469727,717,No
9522-ZSINC,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Electronic check,19.950000762939453,253,No
8234-GSZYK,Male,0,No,No,43,Yes,No,No,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),26.450000762939453,1110,No
6505-OZNPG,Female,0,No,No,6,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.400001525878906,348,No
6164-HAQTX,Male,0,No,No,71,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95000076293945,3888,No
0679-IDSTG,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69,Yes
7765-LWVVH,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.0999984741211,6843,No
1658-TJVOA,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0999984741211,450,No
0953-LGOVU,Male,0,Yes,Yes,12,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432,No
2115-BFTIW,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.94999694824219,1767,Yes
4692-NNQRU,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.19999694824219,1742,No
7742-MYPGI,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.79999923706055,297,No
0611-DFXKO,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820,Yes
